itemId,title,productId_type,productId_value,conditionDisplayName,conditionId,categoryId,categoryName,startTime,endTime,postalCode,country,listingType,bidCount,buyItNowAvailable,bestOfferEnabled,gift,paymentMethod,expeditedShipping,shippingType,isShippingFree,returnsAccepted,topRatedListing,feedbackRatingStar,feedbackScore,positiveFeedbackPercent,topRatedSeller,value,sellingState
322085967255,Macbook Pro 13 Mid 2012 intel Core i5 2.5GHz 256GB SSD 8GB,NA,NA,Used,3000,111422,Apple Laptops,2016-04-24T18:41:16.000Z,2016-05-01T18:41:16.000Z,94587,US,FixedPrice,NA,False,False,False,PayPal,False,FlatDomesticCalculatedInternational,False,True,True,Red,1553,98.1,true,619.0,EndedWithoutSales
141970401582,"Apple MacBook Pro 15.4"" Retina 2.3GHz  256GB SSD 8GB RAM Graphic 4000 MC975LL/A",ReferenceID,115136941,Used,3000,111422,Apple Laptops,2016-04-24T18:41:14.000Z,2016-05-01T18:41:14.000Z,72113,US,Auction,9,False,False,False,PayPal,True,Free,True,False,False,Turquoise,354,100.0,false,735.0,EndedWithSales
182114917442,MACBOOK PRO 2011 15” i7@2.2Ghz 16GB RAM 256GB SSD + 320GB HD FINAL CUT PRO,NA,NA,Used,3000,111422,Apple Laptops,2016-05-01T15:55:58.000Z,2016-05-01T18:40:27.000Z,78073,US,FixedPrice,NA,False,True,False,PayPal,True,Flat,False,False,False,Turquoise,117,100.0,false,800.0,EndedWithSales
291750753441,"2015 Apple 13"" MacBook Pro Retina 2.9Ghz i5 16GB 512GB MF841LL/A Apple Care 2018",NA,NA,New,1000,111422,Apple Laptops,2016-04-29T04:58:36.000Z,2016-05-01T18:39:16.000Z,11103,US,FixedPrice,NA,False,False,False,PayPal,True,Calculated,False,False,False,Turquoise,221,100.0,true,1899.0,EndedWithSales
252357121433,"Refurbished Apple MacBook Air 13"" Laptop 1.8GHz Core 2 Duo 2GB RAM 120GB SSD GRA",NA,NA,Seller refurbished,2500,111422,Apple Laptops,2016-04-15T22:02:04.000Z,2016-05-01T18:36:48.000Z,85260,US,FixedPrice,NA,False,True,False,PayPal,True,Free,True,True,False,Red,1321,99.2,false,399.0,EndedWithSales
291747177922,"Apple MacBook Pro 13 Inch (13"") 2.7 GHz Intel Core i7",NA,NA,Used,3000,111422,Apple Laptops,2016-04-24T18:36:02.000Z,2016-05-01T18:36:02.000Z,89052,US,Auction,14,False,False,False,PayPal,True,Free,True,False,False,Blue,88,100.0,false,510.0,EndedWithSales
152066601105,"Apple MacBook Pro 17"" Laptop - MA092LL/A (April, 2006)",ReferenceID,78122262,Used,3000,111422,Apple Laptops,2016-04-24T18:33:33.000Z,2016-05-01T18:33:33.000Z,93010,US,Auction,24,False,False,False,PayPal,False,Calculated,False,False,False,Turquoise,183,100.0,false,167.5,EndedWithSales
262403842419,"APPLE MACBOOK PRO 15""4 A1226",NA,NA,For parts or not working,7000,111422,Apple Laptops,2016-04-24T18:33:07.000Z,2016-05-01T18:33:07.000Z,65804,US,Auction,5,False,False,False,PayPal,True,Calculated,False,False,False,Blue,92,97.8,true,52.0,EndedWithSales
322091953437,"Mid-2014 Apple Macbook Pro Retina 15-inch 2.2GHz, 16GB RAM, 256GB SSD",NA,NA,Used,3000,111422,Apple Laptops,2016-04-30T18:32:41.000Z,2016-05-01T18:32:41.000Z,19139,US,Auction,1,False,False,False,PayPal,True,FlatDomesticCalculatedInternational,False,False,False,Blue,71,100.0,false,1275.0,EndedWithSales
291750607446,"Apple MacBook Pro Laptop 2.6 GHz i7-3720QM Quad 16GB 750GB A1286 MD104LL/A 15.4""",NA,NA,Used,3000,111422,Apple Laptops,2016-04-28T18:30:53.000Z,2016-05-01T18:30:53.000Z,48506,US,Auction,39,False,False,False,PayPal,False,Free,True,True,True,TurquoiseShooting,37581,99.4,true,730.0,EndedWithSales
322089789676,●CUSTOM BLUE Apple MacBook PRO●8GB RAM●1TB HD●Intel C2D 2.4GHz●El Capitan●,NA,NA,Used,3000,111422,Apple Laptops,2016-04-28T18:30:50.000Z,2016-05-01T18:30:50.000Z,95210,US,FixedPrice,NA,False,True,False,PayPal,True,Free,True,True,False,Red,2640,100.0,false,595.95,EndedWithoutSales
